date,fiscal_year,quarter,product_number,payment_type,type_of_product,quantity,price,amount,type_of_accessory/mobile
2018-07-14,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-14,2018,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-18,2018,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-18,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-19,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-21,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-23,2018,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-24,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-25,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-26,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-29,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-30,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-07-30,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-02,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-02,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-03,2018,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-04,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-05,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-05,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-06,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-07,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-14,2018,2,P/M/A64,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-16,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-16,2018,2,P/M/A64,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-18,2018,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-19,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-20,2018,2,P/M/A64,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2018-08-21,2018,2,P/M/A64,CASH,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2019-07-14,2019,2,P/M/A20,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
2020-08-27,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,16777.12,17277.12,MIDRANGE PHONE
2019-09-29,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,16828.58,17328.58,MIDRANGE PHONE
2020-07-06,2020,2,P/M/A11,CREDIT,MOBILE,1,16835.6,17335.6,MIDRANGE PHONE
2020-07-03,2020,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-04,2020,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-05,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-08,2020,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-09,2020,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-09,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-10,2020,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-24,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-27,2020,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-28,2020,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-31,2020,2,P/M/A9,CREDIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-07-31,2020,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-05,2020,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-05,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-17,2020,2,P/M/A9,CASH,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-18,2020,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-20,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-25,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-28,2020,2,P/M/A9,DEBIT,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-08-31,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2020-09-08,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,17295.76,17795.76,MIDRANGE PHONE
2019-08-20,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.21,17848.21,MIDRANGE PHONE
2018-07-01,2018,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-01,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-03,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-04,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-05,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-06,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-07,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-07,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-08,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-11,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-13,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-14,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-15,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-21,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-21,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-23,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-24,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-25,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-25,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-27,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-29,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-07-31,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-02,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-04,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-04,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-08,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-10,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-11,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-11,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-15,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-16,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-18,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-18,2019,2,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-23,2019,2,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-23,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-08-23,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2019-09-03,2019,2,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
2020-07-05,2020,2,P/M/A11,DEBIT,MOBILE,1,17355.93,17855.93,MIDRANGE PHONE
2020-07-05,2020,2,P/M/A11,MOBILE PAYMENTS,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
2020-07-30,2020,2,P/M/A11,CREDIT,MOBILE,1,17355.94,17855.94,MIDRANGE PHONE
2019-07-28,2019,2,P/M/A71,CASH,MOBILE,1,17794.64,18294.64,MIDRANGE PHONE
2019-09-08,2019,2,P/M/A71,DEBIT,MOBILE,1,17794.64,18294.64,MIDRANGE PHONE
2020-07-01,2020,2,P/M/A9,DEBIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2020-07-03,2020,2,P/M/A9,CASH,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2020-07-08,2020,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2020-07-09,2020,2,P/M/A9,MOBILE PAYMENTS,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2020-07-13,2020,2,P/M/A9,CREDIT,MOBILE,1,18143.22,18643.22,MIDRANGE PHONE
2019-08-04,2019,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-08-08,2019,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-08-11,2019,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-08-15,2019,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-08-17,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-01,2019,2,P/M/A10,DEBIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-09,2019,2,P/M/A10,DEBIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-09,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-10,2019,2,P/M/A10,DEBIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-17,2019,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-23,2019,2,P/M/A10,CASH,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-24,2019,2,P/M/A10,CREDIT,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-09-30,2019,2,P/M/A10,MOBILE PAYMENTS,MOBILE,1,18687.5,19187.5,MIDRANGE PHONE
2019-07-26,2019,2,P/M/A22,MOBILE PAYMENTS,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-26,2019,2,P/M/A22,CASH,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-26,2019,2,P/M/A22,CREDIT,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-26,2019,2,P/M/A22,DEBIT,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-27,2019,2,P/M/A22,CREDIT,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-28,2019,2,P/M/A22,DEBIT,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-28,2019,2,P/M/A22,CASH,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-29,2019,2,P/M/A22,MOBILE PAYMENTS,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2019-07-29,2019,2,P/M/A22,CREDIT,MOBILE,1,18964.29,19464.29,MIDRANGE PHONE
2020-07-15,2020,2,P/M/A12,DEBIT,MOBILE,1,18990.68,19490.68,MIDRANGE PHONE
2019-07-01,2019,2,P/A/34,DEBIT,ACCESSORY,1,5855.08,6355.08,COVER
2019-07-01,2019,2,P/A/41,MOBILE PAYMENTS,ACCESSORY,1,2254.24,2754.24,POWER BANK
2019-07-01,2019,2,P/A/47,CREDIT,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-07-01,2019,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-01,2019,2,P/T/S10,DEBIT,TABLET,1,48567.8,49067.8,PREMIUM MIDRANGE TAB
2019-07-02,2019,2,P/M/A23,DEBIT,MOBILE,2,750.0,2500.0,BUDGET PHONE
2019-07-02,2019,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-02,2019,2,P/M/A69,CASH,MOBILE,1,13784.82,14284.82,BUDGET PHONE
2019-07-03,2019,2,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-07-03,2019,2,P/A/26,CASH,ACCESSORY,1,2042.38,2542.38,CHARGER 
2019-07-03,2019,2,P/A/44,MOBILE PAYMENTS,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2019-07-03,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-03,2019,2,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-07-03,2019,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-04,2019,2,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2296.62,2796.62,WIRELESS HEADSET
2019-07-04,2019,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2020-09-17,2020,2,P/M/A12,CREDIT,MOBILE,1,18991.52,19491.52,MIDRANGE PHONE
2019-07-04,2019,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2019-07-05,2019,2,P/A/1,MOBILE PAYMENTS,ACCESSORY,1,20677.96,21177.96,GALAXY WATCH
2019-07-05,2019,2,P/A/44,CASH,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2019-07-05,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-05,2019,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-05,2019,2,P/M/A3,CREDIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-05,2019,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
2019-07-05,2019,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2018-08-30,2018,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-07-06,2019,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-07,2019,2,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1449.16,1949.16,WIRELESS HEADSET
2019-07-07,2019,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2018-09-02,2018,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-02,2018,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-02,2018,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-06,2018,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-07,2018,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-08,2018,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-09,2018,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-07-09,2019,2,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750.0,1250.0,BUDGET PHONE
2019-07-09,2019,2,P/M/A23,CREDIT,MOBILE,1,794.64,1294.64,BUDGET PHONE
2019-07-09,2019,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-09,2019,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-09,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-10,2019,2,P/A/3,MOBILE PAYMENTS,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
2018-09-20,2018,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-07-10,2019,2,P/M/A24,CREDIT,MOBILE,1,883.92,1383.92,BUDGET PHONE
2019-07-10,2019,2,P/M/A25,CASH,MOBILE,1,1285.72,1785.72,BUDGET PHONE
2019-07-10,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-10,2019,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-11,2019,2,P/A/47,CREDIT,ACCESSORY,1,1491.52,1991.52,WIRELESS HEADSET
2018-09-21,2018,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2018-09-21,2018,2,P/M/A14,DEBIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-07-11,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-11,2019,2,P/M/A45,CREDIT,MOBILE,1,58339.28,58839.28,FLAGSHIP PHONE
2018-09-23,2018,2,P/M/A14,CREDIT,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-07-12,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-12,2019,2,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-07-12,2019,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-13,2019,2,P/A/21,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-07-13,2019,2,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-07-13,2019,2,P/A/3,CASH,ACCESSORY,1,24915.26,25415.26,GALAXY WATCH
2019-07-13,2019,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-13,2019,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2018-09-28,2018,2,P/M/A14,MOBILE PAYMENTS,MOBILE,1,19133.92,19633.92,MIDRANGE PHONE
2019-07-13,2019,2,P/M/A23,CREDIT,MOBILE,1,750.0,1250.0,BUDGET PHONE
2019-07-13,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-13,2019,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-13,2019,2,P/T/S1,CASH,TABLET,1,7550.84,8050.84,BUDGET TABLET
2019-07-14,2019,2,P/A/21,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-07-14,2019,2,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1533.9,2033.9,WIRELESS HEADSET
2019-07-14,2019,2,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2296.62,2796.62,WIRELESS HEADSET
2019-07-14,2019,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-14,2019,2,P/M/A45,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-07-14,2019,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-14,2019,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-15,2019,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-16,2019,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-16,2019,2,P/M/A24,CASH,MOBILE,1,928.58,1428.58,BUDGET PHONE
2019-07-16,2019,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-16,2019,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-16,2019,2,P/M/A6,CREDIT,MOBILE,1,4223.22,4723.22,BUDGET PHONE
2019-07-16,2019,2,P/M/A6,CASH,MOBILE,1,4130.36,4630.36,BUDGET PHONE
2019-07-16,2019,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-17,2019,2,P/M/A21,MOBILE PAYMENTS,MOBILE,1,42348.22,42848.22,PREMIUM MIDRANGE PHONE
2019-07-17,2019,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-18,2019,2,P/A/35,CASH,ACCESSORY,1,1364.4,1864.4,COVER
2019-07-18,2019,2,P/M/A1,DEBIT,MOBILE,1,6633.93,7133.93,BUDGET PHONE
2019-07-18,2019,2,P/M/A1,DEBIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-19,2019,2,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
2019-07-19,2019,2,P/A/50,DEBIT,ACCESSORY,1,2338.98,2838.98,WIRELESS HEADSET
2019-07-19,2019,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-19,2019,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-20,2019,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-20,2019,2,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
2019-07-21,2019,2,P/M/A22,MOBILE PAYMENTS,MOBILE,1,29848.22,30348.22,PREMIUM MIDRANGE PHONE
2019-07-21,2019,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-21,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-21,2019,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-21,2019,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-22,2019,2,P/A/35,CASH,ACCESSORY,1,2211.86,2711.86,COVER
2019-07-22,2019,2,P/A/44,CREDIT,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2019-07-22,2019,2,P/M/A23,DEBIT,MOBILE,1,750.0,1250.0,BUDGET PHONE
2019-07-22,2019,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-22,2019,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-22,2019,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-23,2019,2,P/A/47,MOBILE PAYMENTS,ACCESSORY,1,1322.04,1822.04,WIRELESS HEADSET
2019-07-23,2019,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-24,2019,2,P/A/7,CREDIT,ACCESSORY,1,1618.64,2118.64,GALAXY WATCH
2019-07-25,2019,2,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
2019-07-25,2019,2,P/M/A24,DEBIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
2019-07-25,2019,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-26,2019,2,P/M/A1,CREDIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-26,2019,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
2019-07-26,2019,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-27,2019,2,P/A/47,CASH,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
2019-07-27,2019,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-27,2019,2,P/M/A22,MOBILE PAYMENTS,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
2019-07-27,2019,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
2019-07-28,2019,2,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
2019-07-28,2019,2,P/A/41,DEBIT,ACCESSORY,1,2296.62,2796.62,POWER BANK
2019-07-28,2019,2,P/A/44,CREDIT,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
2019-07-28,2019,2,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2338.98,2838.98,WIRELESS HEADSET
2019-07-28,2019,2,P/M/A1,CREDIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-28,2019,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
2019-07-28,2019,2,P/M/A3,CASH,MOBILE,1,9459.82,9959.82,BUDGET PHONE
2019-07-28,2019,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
